,A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z,AA,AB,AC,AD,AE,AF,AG,AH,AI,AJ,AK,AL,AM,AN,À˘ Ù¿‡±
1125,0.0728,0.195,0.645,0.546,0.198,0.151,0.369,0.00155,0.479,0.541,0.775,0.83,0.665,0.686,0.483,0.33,0.133,0.817,0.595,0.186,1.24E-08,7.03E-12,6.30E-12,8.14E-09,1.25E-12,1.49E-14,1.34E-11,1.02E-11,4.45E-12,3.34E-12,2.24E-11,0,3.01E-14,1.76E-12,2.97E-14,4.50E-12,8.31E-10,1.15E-12,1.08E-09,7.56E-10,3
1126,0.647,0.622,0.141,0.343,0.556,0.68,0.963,0.843,0.405,0.237,0.621,0.274,0.842,0.763,0.473,0.309,0.448,0.745,0.313,0.28,1.05E-08,3.38E-13,9.77E-13,6.68E-10,9.12E-13,2.06E-15,4.86E-13,2.11E-10,3.10E-12,6.13E-12,5.54E-12,0,9.92E-15,6.69E-13,3.02E-14,8.71E-12,7.77E-15,3.78E-13,5.90E-11,1.88E-10,1
1127,0.503,0.956,0.936,0.424,0.522,0.815,0.156,0.399,0.247,0.749,0.236,0.118,0.756,0.718,0.629,0.624,0.0331,0.769,0.785,0.871,2.49E-08,3.42E-13,1.28E-11,4.48E-10,5.33E-13,3.26E-13,1.71E-13,2.38E-11,1.46E-11,8.06E-12,4.95E-12,0,2.05E-16,3.51E-12,9.51E-14,4.05E-11,9.31E-15,0,0,1.07E-09,3
1128,0.567,0.0336,0.355,0.548,0.417,0.421,0.00418,0.697,0.539,0.346,0.492,0.504,0.542,0.376,0.57,0.44,0.000243,0.896,0.612,0.456,1.21E-08,5.86E-12,3.68E-11,5.73E-10,2.17E-13,5.87E-13,1.50E-12,4.34E-11,1.00E-11,1.72E-11,4.73E-12,0,5.85E-16,2.93E-09,2.07E-13,1.46E-11,1.36E-13,0,3.87E-14,1.12E-15,3
1129,0.367,0.921,0.859,0.477,0.443,0.0357,0.916,0.588,0.000241,0.287,0.568,0.257,0.188,0.363,0.401,0.79,0.692,0.0498,0.76,0.313,9.57E-10,4.28E-13,2.04E-12,6.94E-11,1.73E-12,1.99E-13,1.96E-13,6.09E-11,5.07E-12,2.07E-11,1.11E-12,0,0,3.45E-11,1.23E-13,1.33E-12,1.48E-13,0,4.19E-10,0,2
1130,0.879,0.313,0.144,0.827,0.191,0.727,0.511,0.333,0.000272,0.32,0.509,0.167,0.815,0.838,0.00293,0.84,0.121,0.486,0.0266,0.862,3.56E-09,7.52E-12,3.13E-11,7.94E-11,6.27E-13,9.70E-15,2.56E-12,3.44E-11,3.45E-11,1.17E-11,7.69E-12,0,6.67E-16,1.52E-11,1.69E-13,2.99E-12,1.02E-13,0,3.71E-15,3.07E-15,1
1131,0.328,0.587,0.523,0.352,0.283,0.619,0.153,0.0914,0.955,0.498,0.958,0.419,0.207,0.197,0.529,0.0697,0.208,0.0825,0.48,0.732,1.38E-09,6.05E-13,1.58E-11,3.97E-11,2.18E-12,4.57E-13,9.67E-13,4.86E-12,9.58E-12,1.68E-12,1.08E-11,9.67E-10,4.33E-16,3.57E-12,1.14E-13,1.72E-12,2.94E-14,0,9.81E-16,3.65E-15,0
1132,0.372,0.625,0.631,0.447,0.363,0.0492,0.776,0.686,0.0302,0.552,0.303,0.86,0.456,0.596,0.897,0.931,0.0113,0.864,0.433,0.682,1.15E-08,1.59E-12,7.67E-11,2.02E-10,1.61E-12,7.67E-14,2.50E-12,2.92E-11,1.29E-11,1.08E-11,2.46E-11,0,2.17E-14,6.25E-12,3.22E-13,3.48E-12,1.81E-13,0,6.00E-15,8.67E-15,3
1133,0.862,0.000241,0.316,0.874,0.0516,0.143,0.258,0.91,0.957,0.729,0.148,0.187,0.316,0.625,0.262,0.339,0.178,0.521,0.362,0.338,8.65E-09,1.75E-12,1.18E-11,6.76E-10,1.44E-12,7.89E-14,3.27E-12,8.75E-11,1.26E-11,3.08E-11,3.06E-11,0,1.55E-14,5.23E-11,6.18E-14,9.58E-13,1.36E-13,0,8.41E-15,1.68E-14,2
1134,0.804,0.796,0.00797,0.755,0.166,0.94,0.764,0.456,0.799,0.777,0.0435,0.277,0.639,0.432,0.0387,0.963,0.841,0.0199,0.236,0.675,1.04E-09,1.82E-13,6.73E-12,2.44E-10,3.39E-13,5.45E-15,3.38E-13,1.31E-14,3.50E-12,1.07E-13,5.43E-12,0,1.85E-15,5.57E-12,1.44E-12,2.08E-12,1.36E-14,0,4.74E-15,4.10E-15,2
1135,0.916,0.193,0.362,0.508,0.581,0.712,0.817,0.315,0.167,0.206,0.24,0.506,0.957,0.417,0.163,0.0637,0.82,0.582,0.795,0.914,3.79E-10,1.98E-13,5.70E-12,5.92E-10,3.76E-13,1.64E-14,3.54E-13,7.66E-11,1.17E-11,2.62E-11,6.17E-12,2.44E-15,2.31E-15,8.72E-13,2.64E-14,3.04E-13,1.05E-13,0,6.99E-15,6.24E-15,2
1136,0.0774,0.534,0.562,0.306,0.788,0.741,0.845,0.815,0.465,0.297,0.625,0.68,0.00512,0.922,0.342,0.472,0.238,0.554,0.305,0.714,1.68E-09,2.60E-13,2.72E-10,3.42E-09,4.96E-13,1.01E-14,4.52E-13,6.53E-14,3.49E-11,1.97E-13,1.18E-11,0,3.42E-15,2.36E-11,7.69E-14,6.25E-13,2.91E-14,0,2.59E-14,8.20E-14,0
1137,0.702,0.119,0.241,0.565,0.2,0.434,0.553,0.715,0.145,0.837,0.935,0.137,0.228,0.724,0.499,0.0489,0.54,0.858,0.859,0.783,5.84E-12,4.62E-13,6.86E-10,1.86E-09,9.35E-13,2.00E-14,8.12E-13,1.02E-13,2.19E-11,2.78E-13,1.66E-11,4.74E-13,1.44E-14,6.99E-12,2.18E-13,2.28E-11,2.51E-13,0,2.53E-13,7.83E-14,1
1138,0.555,0.781,0.92,0.536,0.785,0.88,0.923,0.0754,0.713,0.351,0.164,0.627,0.142,0.162,0.0665,0.0646,0.36,0.417,0.373,0.316,4.76E-10,1.62E-14,1.70E-10,7.94E-09,3.59E-15,3.99E-14,2.59E-14,7.57E-13,2.02E-12,3.10E-14,7.92E-12,1.28E-14,1.71E-16,4.87E-13,2.55E-14,2.11E-12,1.65E-15,0,9.62E-15,4.48E-15,2
1139,0.867,0.959,0.696,0.356,0.151,0.0696,0.61,0.477,0.174,0.107,0.0479,0.939,0.692,0.401,0.281,0.811,0.0475,0.145,0.656,0.04,3.59E-12,1.88E-13,1.40E-10,1.45E-08,4.33E-14,1.83E-14,2.77E-13,1.04E-13,3.97E-12,1.82E-13,3.38E-12,5.64E-14,9.88E-16,5.28E-12,6.91E-13,6.06E-13,4.43E-13,0,5.23E-14,1.48E-14,2
1140,0.221,0.0959,0.97,0.324,0.0375,0.58,0.252,0.816,0.239,0.212,0.155,0.585,0.122,0.152,0.27,0.257,0.255,0.578,0.87,0.249,5.21E-10,9.79E-14,1.80E-10,2.84E-09,9.16E-14,6.76E-15,1.54E-13,1.30E-14,8.84E-13,3.25E-13,3.62E-12,7.98E-15,3.21E-16,1.19E-11,3.19E-14,3.80E-12,5.62E-15,0,1.98E-14,4.07E-15,3
1141,0.467,0.258,0.561,0.605,0.87,0.0874,0.548,0.567,0.785,0.445,0.62,0.106,0.717,0.0842,0.402,0.392,0.555,0.0175,0.836,0.83,8.44E-10,7.05E-13,3.36E-10,5.12E-09,5.63E-14,1.17E-15,1.12E-12,2.31E-14,6.63E-13,3.53E-12,2.68E-11,3.20E-14,1.53E-16,6.01E-12,5.20E-14,3.28E-12,1.63E-14,0,4.06E-14,3.22E-15,0
1142,0.0424,0.00118,0.909,0.871,0.0328,0.644,0.02,0.597,0.286,0.691,0.639,0.000173,0.566,0.821,0.832,0.0633,0.68,0.788,0.551,0.809,9.20E-12,3.45E-13,9.02E-10,2.73E-09,2.31E-15,1.20E-16,5.50E-13,6.08E-14,8.69E-13,1.83E-12,6.39E-11,3.30E-13,1.18E-16,2.99E-11,1.05E-13,2.07E-11,8.14E-15,0,3.53E-13,2.24E-15,3
1143,0.572,0.647,0.0527,0.000705,0.874,0.539,0.000192,0.308,0.13,0.636,0.344,0.0938,0.504,0.843,0.857,0.133,0.841,0.336,0.88,0.347,6.95E-12,3.51E-12,2.40E-11,5.34E-09,1.02E-14,3.62E-16,5.55E-12,1.81E-13,3.67E-12,1.73E-11,1.34E-10,1.43E-12,2.18E-16,2.67E-11,3.30E-13,1.04E-12,6.91E-14,0,3.88E-13,2.50E-15,3
1144,0.753,0.854,0.426,0.258,0.328,0.393,0.339,0.182,0.682,0.62,0.68,0.191,0.568,0.259,0.206,0.326,0.765,0.0337,0.425,0.458,8.98E-13,8.80E-13,8.69E-13,9.48E-10,1.69E-15,1.25E-16,1.40E-12,7.62E-14,7.61E-13,4.35E-12,4.46E-11,1.30E-13,4.04E-17,8.37E-12,1.38E-13,2.97E-13,1.78E-14,0,2.96E-13,7.40E-16,2
1145,0.677,0.752,0.625,0.466,0.9,0,0.97,0.817,0.059,0.103,0.889,0.269,0.101,0.304,0.682,0.71,0.0517,0.444,0.182,0.457,1.26E-12,5.69E-13,1.58E-12,9.34E-10,5.68E-15,3.66E-15,8.62E-13,1.49E-13,1.97E-14,2.59E-12,9.56E-11,3.58E-13,1.78E-16,3.89E-11,2.06E-13,3.33E-13,1.18E-14,0,8.32E-13,2.06E-15,0
1146,0.924,0.164,0.94,0.714,0.855,0.643,0.416,0.665,0.164,0.278,0.637,0.523,0.72,0.687,0.755,0.266,0.385,0.626,0.29,0.572,3.16E-13,1.33E-13,5.03E-13,2.62E-10,2.60E-13,1.79E-14,1.71E-13,9.16E-14,1.43E-12,5.10E-13,8.31E-11,2.56E-13,2.80E-17,1.86E-11,1.44E-13,1.36E-13,2.91E-15,0,6.42E-13,1.47E-15,2
1147,0.737,0.953,0.179,0.482,0.965,0.45,0.74,0.761,0.364,0.705,0.374,0.178,0.265,0.495,6.63E-05,0.43,0.342,0.276,0.774,0.316,3.74E-13,3.51E-11,1.15E-12,3.22E-10,1.69E-13,1.24E-11,5.48E-11,1.73E-13,4.58E-14,5.40E-13,1.74E-10,1.75E-12,1.34E-16,8.08E-11,1.88E-13,4.76E-14,5.99E-15,0,4.36E-12,0,1
1148,0.0508,0.672,0.496,0.675,0.147,0.0541,0.429,0.608,0.771,0.829,0.0651,0.966,0.812,0.926,0.875,0.59,0.0416,0.127,0.535,0.416,2.11E-13,6.33E-14,4.47E-13,5.52E-10,5.47E-13,2.59E-16,1.62E-14,7.37E-14,8.72E-13,5.23E-14,3.60E-10,3.49E-13,0,3.46E-11,1.15E-13,3.40E-13,8.34E-16,0,8.73E-13,0,3
1149,0.176,0.631,0.391,0.198,0.017,0.222,0.76,0.699,0.732,0.683,0.0775,0.897,0.598,0.886,0.383,0.551,0.409,0.3,0.35,0.322,6.86E-14,9.75E-14,4.16E-12,2.69E-15,1.07E-13,3.79E-16,7.46E-14,2.17E-13,1.48E-12,2.09E-15,2.66E-09,5.60E-14,0,7.99E-12,4.86E-12,1.06E-13,2.36E-16,0,5.57E-13,0,3
1150,0,0.862,0.261,0.0382,0.863,0.451,0.22,0.651,0.198,0.925,0.826,0.861,0.422,0.906,0.18,0.177,0,0.646,0.891,0.405,1.23E-11,9.74E-14,4.06E-09,1.53E-14,8.28E-15,9.99E-15,7.04E-14,2.67E-13,1.57E-11,5.13E-13,1.05E-11,3.35E-11,2.54E-16,3.10E-12,1.37E-15,4.26E-17,2.57E-14,0,1.68E-14,8.09E-15,1
1151,0.193,0.745,0.166,0.734,0.292,0.824,0,0.241,0.182,0.738,0.209,0.0641,0.961,0.639,0.821,0.138,0.725,0.489,0.356,0.801,6.36E-11,2.84E-15,1.57E-09,3.57E-14,1.28E-15,2.43E-15,5.11E-15,9.92E-13,3.14E-12,9.78E-14,1.46E-12,6.08E-10,1.70E-16,7.80E-14,3.19E-16,3.10E-16,1.31E-14,2.22E-17,1.18E-14,5.22E-15,3
1152,0.0482,0.118,0.394,0.674,0.608,0.553,0.138,0.711,0.726,0.203,0.861,0.474,0.903,0.492,0.714,0.947,0.453,0.403,0.452,0.119,2.58E-12,2.89E-14,2.53E-11,3.51E-11,3.97E-14,2.71E-12,4.59E-14,4.45E-12,6.19E-12,5.40E-11,2.38E-14,5.17E-11,1.50E-15,1.39E-15,2.94E-15,5.65E-15,1.88E-14,0,7.13E-14,6.31E-16,0
1153,0.212,0.677,0.901,0.873,0.524,0.662,0,0.566,0.572,0.0783,0.445,0.292,0.959,0.578,0.693,0.0418,0.89,0.273,0.293,0.0763,1.36E-11,3.46E-12,2.05E-11,1.20E-14,5.73E-15,4.93E-15,1.62E-12,1.86E-12,2.13E-12,6.51E-13,1.94E-14,6.87E-10,2.47E-15,7.32E-15,2.43E-15,2.29E-13,5.94E-14,0,3.54E-15,3.35E-15,2
1154,0.296,0.667,0.733,0.152,0.677,0.576,0.425,0.905,0.12,0.255,0.405,0.31,0.424,0.0893,0.842,0.0752,0.612,0.0563,0.877,0.932,1.08E-09,1.03E-11,1.15E-12,3.74E-14,3.03E-13,3.01E-13,1.38E-11,1.36E-10,1.98E-10,2.84E-09,1.33E-12,2.02E-09,1.03E-11,4.02E-14,1.29E-15,3.94E-16,2.43E-11,0,2.41E-14,2.69E-14,3
1155,0.173,0.238,0.891,0.784,0.825,0.141,0.636,0.404,0.648,0.759,0.423,0.507,0.211,0.386,0.617,0.637,0.325,0.124,0.61,0.783,4.59E-12,4.51E-13,3.51E-14,1.10E-15,1.55E-14,4.79E-16,6.97E-13,1.58E-13,3.20E-13,1.09E-12,4.28E-17,4.21E-11,2.24E-15,5.80E-17,6.08E-17,5.80E-18,1.87E-13,1.05E-17,2.08E-15,9.68E-15,0
1156,0.53,0.273,0.385,0.43,0.894,0.0692,0.133,0.894,0.144,0.457,0.297,0.718,0.253,0.503,0.39,0.944,0.0552,0.183,0.621,0.748,1.63E-10,1.03E-11,1.07E-13,5.35E-14,1.33E-12,3.72E-12,1.56E-11,3.81E-12,8.85E-12,2.34E-11,1.49E-14,3.93E-10,2.11E-14,1.52E-15,1.85E-14,7.71E-16,5.09E-12,5.92E-16,1.30E-13,2.40E-13,0
1157,0.822,0.153,0.259,0.457,0.334,0.372,0.63,0.943,0.241,0.211,0.537,0.323,0.608,0.594,0.0472,0.687,0.219,0.0814,0.884,0.642,2.83E-11,1.77E-11,2.39E-15,3.58E-15,3.67E-11,2.49E-11,2.42E-11,4.53E-12,2.46E-12,2.19E-11,1.73E-15,1.44E-12,3.46E-15,7.00E-15,5.81E-16,3.18E-17,2.92E-12,0,7.18E-14,7.35E-15,1
1158,0.926,0.693,0.719,0.766,0.765,0.19,0.95,0.203,0.764,0.295,0.783,0.379,0.966,0.227,0.865,0.507,0.0365,1.22E-05,0.289,0.859,4.66E-13,3.29E-11,4.62E-13,6.62E-16,7.89E-13,1.02E-13,5.02E-11,2.26E-12,8.17E-14,4.52E-11,2.36E-13,6.70E-14,3.45E-13,5.52E-15,1.67E-14,6.61E-14,1.19E-09,1.30E-11,2.04E-09,1.10E-09,0
1159,0.835,0.829,0.752,0.623,0.642,0.887,0.805,0.568,0.788,0.908,0.333,0.0907,0.604,0.479,0.386,0.75,0.165,0.627,0.061,0.237,1.45E-11,3.33E-11,1.37E-13,7.66E-15,7.33E-12,9.53E-12,1.98E-11,0,4.91E-13,3.41E-11,4.26E-11,2.87E-12,6.31E-11,6.16E-12,0,0,1.52E-12,2.43E-09,3.79E-07,3.39E-08,2
1160,0.708,0.0208,0.332,0.759,0.351,0.585,0.0904,0.788,0.856,0.254,0.743,0.647,0.633,0.215,0.61,0.0188,0.0446,0.621,0.646,0.37,1.68E-10,3.66E-10,2.71E-10,2.03E-15,3.09E-11,7.71E-11,1.62E-10,0,1.49E-11,4.00E-10,2.41E-10,1.16E-11,3.58E-10,1.25E-11,0,0,3.89E-08,1.38E-08,2.28E-06,3.04E-07,0
1161,0.633,8.92E-05,0.692,0.356,0.838,0.738,0.268,0.935,0.89,0.136,0.521,0.887,0.0271,0.664,0.823,0.0368,0.799,0.113,0.2,0.575,1.90E-09,1.12E-10,1.51E-09,0,5.81E-13,4.03E-11,4.81E-11,0,4.64E-11,0,8.09E-09,7.90E-11,1.22E-08,9.01E-11,0,0,0,4.69E-07,7.32E-05,9.99E-07,0
1162,0.123,0.201,0.755,0.291,0.157,0.292,0.0323,0.231,0.364,0.197,0.579,0.803,0.0997,0.361,0.539,0.479,0.317,0.325,0.896,0.429,4.42E-09,3.58E-12,1.60E-10,0,1.72E-12,1.77E-12,1.76E-12,0,1.08E-10,0,1.17E-10,1.51E-10,1.75E-10,7.23E-12,0,0,8.02E-14,6.73E-09,1.07E-06,3.15E-08,3
1163,0.34,0.394,0.691,0.0844,0.0655,0.229,0.521,0.783,0.768,0.484,0.252,0.918,0.391,0.553,0.551,0.0346,0.00722,0.809,0.476,0.407,4.35E-10,7.08E-12,3.55E-10,8.91E-16,2.18E-12,4.44E-12,3.37E-12,0,1.03E-11,1.31E-11,4.40E-11,1.40E-11,6.54E-11,1.49E-11,5.47E-13,0,3.19E-13,2.52E-09,4.19E-07,2.59E-08,1
1164,0.0692,0.891,0.655,0.966,0.872,0.702,0.876,0.428,0.897,0.528,0.158,0.125,0.519,0.841,0.497,0.332,0.796,0.416,0.736,0.269,3.54E-10,1.15E-11,1.80E-09,4.55E-11,4.49E-14,1.04E-11,7.26E-12,0,2.59E-12,9.48E-12,0,1.15E-12,0,7.99E-11,1.76E-12,1.26E-12,4.40E-09,0,1.16E-06,1.54E-06,2
1165,0.677,0.914,0.942,0.579,0.904,0.479,0.589,0.000189,0.496,0.38,0.431,0.784,0.521,0.382,4.87E-05,0.454,0.102,0.236,0.901,0.223,1.05E-09,2.09E-09,3.24E-07,4.02E-08,8.29E-12,1.53E-10,9.23E-10,2.21E-08,1.27E-10,0,8.42E-10,4.14E-11,0,1.43E-08,2.69E-09,0,1.75E-10,0,3.16E-05,0,2
1166,0.604,0.117,0.258,0.077,0.825,0.0139,0.784,0.663,0.462,0.516,0.174,0.642,0.962,0.939,0.239,0.406,0.185,0.0647,0.933,0.725,8.44E-11,3.65E-10,3.34E-08,1.70E-14,1.40E-12,3.38E-12,1.58E-10,0,1.43E-12,8.96E-14,1.26E-10,6.27E-13,0,1.48E-09,1.42E-12,2.09E-12,1.46E-12,0,9.95E-08,1.19E-07,2
1167,0.708,0.67,0.0233,0.75,0.0947,0.811,0.0422,0.149,0.704,0.738,0.000302,0.748,0.491,0.0504,0.466,0.3,0.0792,0.0145,0.931,0.0911,6.10E-11,7.50E-11,3.68E-10,4.85E-16,3.52E-13,6.72E-14,3.25E-11,7.35E-15,1.67E-12,1.25E-14,1.88E-12,5.92E-14,1.60E-13,1.63E-11,3.95E-14,5.78E-14,3.77E-14,6.15E-12,1.93E-09,7.34E-09,2
1168,0.0747,0.217,0.713,0.23,0.938,0.59,0.189,0.34,0.102,0.306,0.337,0.815,0.87,0.951,0.815,0.000142,0.671,0.327,0.77,0.711,5.40E-11,3.26E-10,2.93E-10,1.50E-11,1.71E-12,4.39E-13,1.40E-10,2.84E-12,2.28E-12,8.52E-13,1.42E-12,2.28E-13,3.56E-14,1.31E-11,2.15E-13,9.29E-14,7.45E-14,1.36E-12,3.37E-09,2.64E-09,3
1169,0.551,0.583,0.375,0.00485,0.207,0.866,0.352,0.399,0.682,0.463,0.778,0.607,0.217,0.704,0.567,0.525,0.785,0.513,0.312,0.465,7.85E-11,1.31E-10,1.91E-10,6.26E-12,4.75E-13,5.29E-13,5.65E-11,2.37E-14,1.73E-12,5.56E-13,3.51E-13,3.64E-13,0,9.27E-12,1.09E-13,2.45E-13,1.74E-13,0,2.45E-09,8.23E-09,1
1170,0.931,0.427,0.377,0.626,0.531,0.187,0.574,0.274,0.476,0.629,0.702,0.0158,0.249,0.951,0.431,0.933,0.0339,0.826,0.692,0.173,5.04E-11,3.60E-11,1.32E-10,4.17E-11,2.12E-12,6.66E-13,1.60E-11,2.51E-09,1.59E-12,2.67E-12,5.66E-13,1.14E-13,0,7.91E-12,1.75E-13,3.30E-13,1.49E-12,0,0,2.44E-09,1
1171,0.391,0.241,0.947,0.576,0.198,0.0144,0.629,0.696,0.368,0.603,0.457,0.705,0.602,0.125,0.451,0.568,0.406,0.316,0.716,0.442,1.61E-10,1.36E-11,4.82E-13,2.49E-11,1.81E-11,6.09E-14,3.93E-12,1.57E-13,5.79E-12,1.58E-13,3.67E-13,2.69E-14,9.56E-17,4.67E-12,7.69E-15,1.11E-12,4.55E-13,0,4.72E-15,3.23E-15,2
1172,0.379,0.227,0.429,0.215,0.866,0.804,0.222,0.61,0.589,0.726,0.891,0.187,0.345,0.408,0.119,0.744,0.395,0.37,0.538,0.748,1.82E-08,2.36E-10,7.64E-09,8.51E-09,9.01E-10,4.95E-13,9.38E-11,2.32E-12,1.45E-11,1.22E-12,2.09E-11,5.20E-13,1.40E-15,7.85E-10,5.88E-13,1.27E-10,2.88E-12,0,8.68E-14,2.31E-14,0
1173,0.0373,0.0605,0.852,0.211,0.809,0.585,0.544,0.0967,0.588,0.863,0.507,0.000232,0.971,0.000244,0.913,0.0376,0.891,0.449,0.446,0.853,2.84E-08,3.50E-11,1.87E-09,2.39E-09,1.12E-11,2.65E-11,1.52E-11,2.60E-12,6.57E-11,8.70E-14,6.59E-12,6.52E-13,9.35E-17,9.90E-11,1.36E-13,3.82E-11,2.58E-13,0,9.87E-15,8.91E-15,3
1174,0.394,0.607,0.144,0.835,0.427,0.812,0.951,0.199,0.481,0.507,0.304,0.129,0.0344,0.649,0.698,0.918,0.332,0.577,0.0427,0.6,1.54E-08,1.30E-11,3.23E-11,6.15E-10,5.50E-13,9.63E-13,5.28E-12,9.78E-12,1.78E-11,2.99E-12,2.10E-12,0,0,3.99E-12,7.04E-14,4.08E-12,3.78E-14,0,0,2.37E-09,0
1175,0.0681,0.714,0.614,0.35,0.367,0.723,0.751,0.245,0.792,0.643,0.631,0.553,0.109,0.454,0.276,0.183,0.489,0.932,0.54,0.382,4.25E-08,3.20E-12,2.89E-11,1.14E-09,9.39E-13,5.71E-13,8.25E-13,2.28E-12,1.04E-11,5.55E-15,1.50E-09,0,0,1.62E-12,5.29E-14,7.30E-12,1.02E-14,0,0,1.37E-09,1
1176,0.00697,0.161,0.232,0.276,0.267,0.742,0.629,0.247,0.647,0.803,0.448,0.0375,0.307,0.539,0.776,0.897,0.0729,0.56,0.505,0.48,5.65E-07,5.56E-13,2.05E-11,5.45E-10,5.82E-13,0,2.66E-13,5.74E-11,1.12E-10,1.94E-11,6.59E-12,0,0,7.83E-12,1.31E-13,7.24E-11,1.73E-14,0,0,2.29E-09,3
1177,0.29,0.595,0.139,0.951,0.0002,0.297,0.082,0.615,0.666,0.0684,0.467,0.955,0.743,0.0502,0.136,0.325,0.756,0.199,0.954,0.0944,2.83E-08,7.08E-12,1.06E-12,1.29E-10,1.23E-12,4.85E-15,1.69E-12,1.21E-11,1.14E-11,4.10E-12,2.66E-12,0,1.43E-16,6.40E-12,1.12E-13,3.89E-11,2.47E-14,0,2.24E-15,4.23E-16,2
1178,0.543,0.769,0.695,0.925,0.928,0.491,0.126,0.862,0.262,0.763,0.448,0.505,0.89,0.388,0.623,0.000126,0.79,0.231,0.86,0.391,4.67E-09,8.97E-13,2.30E-12,7.82E-11,1.28E-11,1.36E-12,5.35E-13,6.21E-12,1.56E-11,1.96E-12,2.56E-12,0,1.60E-13,2.49E-11,1.25E-13,9.59E-12,1.61E-14,6.16E-12,9.61E-10,9.68E-12,2
1179,0.804,0.206,0.748,0.419,0.175,0.702,0.133,0.413,0.822,0.707,0.721,0.000194,0.621,0.0163,0.777,0.0642,0.522,0.45,0.0793,0.15,2.09E-10,3.43E-13,3.90E-12,1.98E-11,1.50E-13,8.01E-14,2.42E-13,1.86E-11,1.24E-11,7.63E-12,1.81E-12,5.99E-15,1.21E-16,6.89E-11,3.16E-13,9.08E-13,5.79E-14,0,1.87E-15,4.44E-16,2
1180,0.65,0.562,0.229,0.724,0.663,0.239,0.086,0.265,0.653,0.876,0.755,0.853,0.778,0.559,0.805,0.898,0.611,0.0752,0.243,0.663,3.30E-10,2.51E-11,2.57E-12,6.00E-11,2.93E-12,1.82E-14,8.15E-12,1.14E-11,6.94E-10,3.80E-12,1.95E-11,4.91E-13,0,4.01E-11,3.47E-13,4.97E-12,2.96E-14,0,0,3.01E-09,0
1181,0.216,0.476,0.815,0.084,0.952,0.229,0.641,0.778,0.733,0.191,0.875,0.155,0.207,0.0669,0.972,0.629,0.000223,0.268,0.614,0.855,5.25E-11,5.53E-12,1.35E-11,3.27E-11,7.21E-12,3.46E-13,1.31E-11,8.08E-12,4.13E-11,2.72E-12,6.54E-11,3.84E-14,0,6.92E-12,2.68E-13,1.06E-11,2.34E-14,0,1.60E-09,0,0
1182,0.0213,0.858,0.00401,0.768,0.363,0.473,0.0624,0.924,0.684,0.96,0.0637,0.653,0.45,0.311,0.388,0.292,0.945,0.012,0.231,0.331,5.15E-09,9.07E-13,2.93E-11,1.50E-10,2.42E-12,1.02E-13,1.64E-12,4.76E-12,1.82E-11,1.59E-12,1.25E-10,0,1.25E-15,6.36E-12,1.07E-13,4.07E-12,2.38E-14,0,2.67E-15,3.74E-15,3
1183,0.899,0.774,0.857,0.887,0.743,0.449,0.784,0.089,0.498,0.414,0.0317,0.0365,0.583,0.723,0.657,0.000134,0.735,0.324,0.911,0.114,1.33E-10,1.05E-12,2.93E-11,1.45E-10,1.58E-12,1.18E-12,1.23E-12,6.88E-12,1.17E-11,2.31E-12,2.23E-11,1.23E-14,2.83E-16,5.26E-12,3.18E-14,1.62E-12,4.18E-15,0,1.97E-15,1.20E-15,2
1184,0.863,0.587,0.000256,0.903,0.466,0.0665,0.281,0.838,0.695,0.733,0.224,0.393,0.271,0.705,0.339,0.304,0.725,0.879,0.0886,0.88,1.78E-10,4.27E-13,1.63E-12,7.09E-10,9.44E-13,5.35E-13,8.85E-13,1.85E-13,1.36E-11,3.81E-14,1.35E-11,1.30E-14,1.48E-16,3.81E-12,9.98E-13,1.07E-12,1.97E-15,0,1.31E-15,1.25E-15,1
1185,0.786,0.0604,0.681,0.712,0.392,0.451,0.132,0.226,0.541,0.699,0.222,0.912,0.625,0.962,0.781,0.411,0.431,0.706,0.72,0.618,2.77E-10,1.88E-13,1.75E-11,3.36E-09,6.14E-13,4.89E-13,3.75E-13,3.28E-14,3.62E-11,4.46E-14,1.10E-11,1.22E-15,2.56E-16,3.80E-12,1.87E-14,6.94E-13,3.64E-15,0,7.83E-15,2.23E-15,2
1186,0.665,0.081,0.225,0.208,0.958,0.443,0.197,0.946,0.108,0.605,0.772,0.329,0.555,0.126,0.309,0.395,0.545,0.24,0.719,0.707,2.62E-10,4.93E-13,4.88E-13,2.19E-08,3.61E-12,7.24E-14,1.09E-12,1.50E-14,3.13E-11,3.14E-13,6.45E-12,0,5.04E-16,5.08E-12,2.47E-13,6.02E-13,1.93E-14,0,4.94E-15,1.11E-14,0
1187,0.437,0.956,0.689,0.000197,0.764,0.613,0.736,0.476,0.517,0.942,0.266,0.681,0.13,0.935,0.796,0.606,0.343,0.97,0.835,0.26,8.11E-13,3.32E-10,2.81E-10,8.89E-08,4.40E-12,4.92E-14,8.33E-10,1.67E-13,3.13E-11,5.00E-13,2.36E-11,4.90E-14,5.23E-15,1.86E-11,1.30E-13,5.81E-12,8.20E-14,0,7.74E-14,8.71E-15,1
